Muster;Bauchfarbe;Augenfarbe;Schuppenfarbe;Flossenfarbe;Größe;Angelfarbe;Zähne;Label
Kreuze;Schwarz;Grün;Blau;Rot;Klein;Grün;Ja;Friedlich
Kreuze;Weiß;Grün;Blau;Rot;Groß;Rot;Nein;Friedlich
Wellen;Violett;Rot;Blau;Rot;Mittel;Grün;Nein;Friedlich
Wellen;Violett;Weiß;Grün;Rot;Klein;Grün;Ja;Feindselig
Wellen;Violett;Weiß;Grün;Rot;Klein;Rot;Nein;Feindselig
Wellen;Schwarz;Grün;Blau;Rot;Mittel;Rot;Ja;Friedlich
Gepunktet;Violett;Grün;Blau;Rot;Klein;Rot;Ja;Friedlich
Wellen;Weiß;Weiß;Blau;Rot;Mittel;Grün;Nein;Friedlich
Gepunktet;Violett;Grün;Blau;Rot;Mittel;Rot;Ja;Friedlich
Gestreift;Schwarz;Weiß;Blau;Gelb;Klein;Rot;Ja;Feindselig
Gepunktet;Violett;Weiß;Orange;Rot;Klein;Gelb;Nein;Feindselig
Wellen;Violett;Grün;Blau;Gelb;Groß;Grün;Ja;Feindselig
Gestreift;Weiß;Weiß;Blau;Gelb;Klein;Gelb;Ja;Feindselig
Gestreift;Weiß;Grün;Grün;Gelb;Klein;Gelb;Nein;Feindselig
Ohne;Schwarz;Weiß;Blau;Rot;Klein;Rot;Ja;Friedlich
Kreuze;Weiß;Weiß;Orange;Gelb;Klein;Rot;Nein;Feindselig
Gepunktet;Weiß;Grün;Grün;Rot;Klein;Grün;Nein;Friedlich
Gepunktet;Violett;Weiß;Grün;Rot;Klein;Grün;Nein;Feindselig
Kreuze;Schwarz;Weiß;Blau;Gelb;Mittel;Gelb;Nein;Feindselig
Gepunktet;Weiß;Weiß;Orange;Rot;Groß;Grün;Nein;Friedlich
Gepunktet;Violett;Grün;Orange;Rot;Mittel;Rot;Ja;Feindselig
Gestreift;Weiß;Grün;Blau;Gelb;Klein;Gelb;Ja;Feindselig
Ohne;Weiß;Grün;Grün;Rot;Klein;Gelb;Nein;Friedlich
Gestreift;Weiß;Weiß;Blau;Rot;Klein;Grün;Ja;Friedlich
Gepunktet;Weiß;Weiß;Blau;Rot;Mittel;Rot;Nein;Friedlich
Gepunktet;Schwarz;Weiß;Grün;Rot;Groß;Gelb;Nein;Feindselig
Gestreift;Schwarz;Grün;Blau;Rot;Klein;Gelb;Nein;Feindselig
Kreuze;Schwarz;Weiß;Blau;Rot;Mittel;Gelb;Ja;Friedlich
Wellen;Violett;Weiß;Blau;Rot;Klein;Gelb;Nein;Friedlich
Gestreift;Violett;Rot;Blau;Gelb;Klein;Grün;Nein;Feindselig
Wellen;Violett;Grün;Blau;Rot;Mittel;Grün;Nein;Friedlich
Gepunktet;Schwarz;Grün;Blau;Gelb;Groß;Gelb;Nein;Feindselig
Gestreift;Violett;Grün;Grün;Rot;Klein;Gelb;Nein;Feindselig
Wellen;Weiß;Grün;Blau;Rot;Mittel;Grün;Ja;Friedlich
Kreuze;Weiß;Weiß;Blau;Gelb;Mittel;Gelb;Nein;Feindselig
Gestreift;Weiß;Weiß;Blau;Rot;Klein;Grün;Nein;Friedlich
Ohne;Violett;Grün;Orange;Rot;Klein;Rot;Ja;Feindselig
Ohne;Weiß;Rot;Grün;Gelb;Mittel;Gelb;Nein;Feindselig
Wellen;Violett;Weiß;Grün;Rot;Klein;Grün;Nein;Feindselig
Kreuze;Violett;Weiß;Blau;Gelb;Groß;Rot;Nein;Feindselig
Wellen;Violett;Weiß;Blau;Rot;Groß;Rot;Nein;Friedlich
Kreuze;Violett;Grün;Blau;Gelb;Groß;Gelb;Nein;Feindselig
Gestreift;Weiß;Grün;Orange;Rot;Groß;Rot;Nein;Feindselig
Gestreift;Violett;Grün;Grün;Rot;Klein;Gelb;Nein;Feindselig
Wellen;Violett;Weiß;Blau;Gelb;Klein;Gelb;Ja;Feindselig
Kreuze;Weiß;Weiß;Blau;Rot;Mittel;Rot;Nein;Friedlich
Gestreift;Violett;Weiß;Blau;Rot;Mittel;Grün;Nein;Friedlich
Ohne;Violett;Weiß;Grün;Rot;Mittel;Grün;Nein;Feindselig
Wellen;Violett;Weiß;Orange;Rot;Mittel;Gelb;Ja;Feindselig
Wellen;Weiß;Weiß;Blau;Gelb;Klein;Gelb;Nein;Feindselig
Gestreift;Schwarz;Rot;Blau;Rot;Klein;Rot;Nein;Feindselig
Gestreift;Violett;Grün;Orange;Rot;Klein;Rot;Ja;Feindselig
Kreuze;Weiß;Weiß;Grün;Rot;Mittel;Rot;Nein;Feindselig
Gestreift;Violett;Rot;Blau;Gelb;Groß;Rot;Ja;Feindselig
Wellen;Weiß;Grün;Blau;Rot;Klein;Rot;Ja;Friedlich
Gestreift;Violett;Weiß;Grün;Gelb;Mittel;Grün;Nein;Feindselig
Kreuze;Violett;Grün;Blau;Rot;Mittel;Rot;Nein;Friedlich
Ohne;Violett;Grün;Orange;Rot;Mittel;Rot;Nein;Feindselig
Ohne;Schwarz;Weiß;Blau;Rot;Groß;Rot;Ja;Friedlich
Kreuze;Weiß;Grün;Grün;Rot;Klein;Rot;Nein;Friedlich
Gepunktet;Violett;Grün;Blau;Rot;Groß;Rot;Nein;Friedlich
Ohne;Schwarz;Rot;Blau;Rot;Groß;Rot;Nein;Feindselig
Kreuze;Weiß;Weiß;Grün;Rot;Klein;Grün;Ja;Friedlich
Ohne;Violett;Grün;Blau;Gelb;Klein;Gelb;Nein;Feindselig
Gepunktet;Violett;Grün;Grün;Rot;Mittel;Rot;Ja;Feindselig
Wellen;Violett;Rot;Blau;Gelb;Klein;Rot;Nein;Feindselig
Kreuze;Weiß;Grün;Blau;Rot;Groß;Rot;Ja;Friedlich
Ohne;Schwarz;Weiß;Blau;Gelb;Klein;Rot;Ja;Feindselig
Kreuze;Weiß;Grün;Grün;Rot;Groß;Grün;Ja;Friedlich
Wellen;Violett;Grün;Grün;Rot;Klein;Gelb;Ja;Feindselig
Wellen;Schwarz;Grün;Blau;Rot;Klein;Gelb;Ja;Friedlich
Gestreift;Weiß;Weiß;Blau;Gelb;Klein;Rot;Nein;Feindselig
Ohne;Weiß;Grün;Blau;Rot;Klein;Gelb;Nein;Friedlich
Wellen;Schwarz;Weiß;Orange;Gelb;Klein;Gelb;Ja;Feindselig
Gestreift;Violett;Weiß;Grün;Rot;Mittel;Gelb;Nein;Feindselig
Gestreift;Schwarz;Weiß;Blau;Rot;Mittel;Grün;Ja;Friedlich
Gepunktet;Violett;Grün;Blau;Gelb;Klein;Rot;Nein;Feindselig
Kreuze;Schwarz;Grün;Blau;Rot;Groß;Gelb;Ja;Friedlich
Gestreift;Schwarz;Grün;Blau;Gelb;Klein;Rot;Nein;Feindselig
Kreuze;Weiß;Grün;Blau;Gelb;Klein;Gelb;Nein;Feindselig
Ohne;Weiß;Grün;Grün;Gelb;Mittel;Rot;Ja;Feindselig
Kreuze;Weiß;Weiß;Grün;Gelb;Mittel;Rot;Nein;Feindselig
Wellen;Weiß;Weiß;Blau;Rot;Klein;Grün;Ja;Friedlich
Kreuze;Schwarz;Rot;Blau;Rot;Mittel;Rot;Nein;Feindselig
Gepunktet;Violett;Weiß;Blau;Gelb;Mittel;Grün;Nein;Feindselig
Gestreift;Schwarz;Weiß;Blau;Rot;Klein;Gelb;Ja;Friedlich
Wellen;Schwarz;Grün;Orange;Rot;Mittel;Gelb;Ja;Friedlich
Kreuze;Schwarz;Weiß;Blau;Gelb;Groß;Rot;Nein;Feindselig
Wellen;Violett;Weiß;Grün;Rot;Mittel;Grün;Nein;Feindselig
Wellen;Violett;Weiß;Blau;Rot;Klein;Gelb;Ja;Friedlich
Gepunktet;Weiß;Weiß;Blau;Gelb;Mittel;Gelb;Ja;Feindselig
Gepunktet;Weiß;Weiß;Grün;Gelb;Groß;Gelb;Nein;Feindselig
Ohne;Schwarz;Weiß;Blau;Rot;Klein;Rot;Ja;Friedlich
Ohne;Violett;Weiß;Orange;Rot;Groß;Gelb;Nein;Feindselig
Ohne;Schwarz;Rot;Grün;Rot;Klein;Rot;Ja;Friedlich
Wellen;Violett;Grün;Grün;Rot;Mittel;Gelb;Nein;Feindselig
Ohne;Violett;Weiß;Blau;Rot;Mittel;Gelb;Nein;Friedlich
Kreuze;Weiß;Rot;Blau;Rot;Mittel;Grün;Ja;Friedlich
Wellen;Violett;Weiß;Orange;Rot;Mittel;Rot;Nein;Feindselig
Gestreift;Schwarz;Rot;Blau;Rot;Klein;Gelb;Ja;Friedlich
Gepunktet;Schwarz;Grün;Orange;Rot;Groß;Grün;Ja;Friedlich
Gepunktet;Weiß;Grün;Blau;Gelb;Klein;Rot;Ja;Feindselig
Gestreift;Violett;Grün;Grün;Rot;Groß;Gelb;Ja;Feindselig
Kreuze;Weiß;Weiß;Grün;Rot;Mittel;Grün;Nein;Friedlich
Gepunktet;Weiß;Grün;Blau;Rot;Groß;Grün;Ja;Friedlich
Gepunktet;Violett;Weiß;Orange;Rot;Klein;Rot;Nein;Feindselig
Gestreift;Weiß;Weiß;Grün;Gelb;Klein;Rot;Nein;Feindselig
Kreuze;Weiß;Weiß;Orange;Gelb;Mittel;Grün;Nein;Feindselig
Ohne;Weiß;Weiß;Grün;Gelb;Mittel;Rot;Nein;Feindselig
Gestreift;Violett;Grün;Grün;Rot;Mittel;Gelb;Nein;Feindselig
Gepunktet;Schwarz;Weiß;Orange;Rot;Mittel;Gelb;Ja;Friedlich
Ohne;Weiß;Grün;Blau;Rot;Groß;Rot;Nein;Friedlich
Wellen;Weiß;Grün;Blau;Rot;Mittel;Rot;Nein;Friedlich
Ohne;Weiß;Weiß;Grün;Rot;Mittel;Grün;Nein;Friedlich
Kreuze;Weiß;Grün;Blau;Gelb;Klein;Rot;Nein;Feindselig
Gestreift;Schwarz;Weiß;Blau;Rot;Mittel;Rot;Ja;Friedlich
Gestreift;Violett;Weiß;Blau;Rot;Klein;Gelb;Nein;Friedlich
Gepunktet;Schwarz;Weiß;Blau;Rot;Mittel;Gelb;Ja;Friedlich
Gepunktet;Weiß;Grün;Blau;Rot;Klein;Gelb;Nein;Friedlich
Gestreift;Schwarz;Weiß;Blau;Rot;Mittel;Grün;Nein;Feindselig
Kreuze;Violett;Rot;Orange;Rot;Klein;Gelb;Ja;Feindselig
Gestreift;Weiß;Grün;Blau;Rot;Groß;Rot;Nein;Friedlich
Kreuze;Weiß;Grün;Blau;Gelb;Klein;Grün;Ja;Feindselig
Wellen;Violett;Rot;Blau;Gelb;Mittel;Grün;Nein;Feindselig
Gepunktet;Weiß;Weiß;Grün;Gelb;Klein;Rot;Ja;Feindselig
Gepunktet;Violett;Rot;Grün;Gelb;Mittel;Rot;Ja;Feindselig
Gepunktet;Violett;Weiß;Blau;Gelb;Klein;Gelb;Ja;Feindselig
Kreuze;Weiß;Grün;Blau;Rot;Mittel;Gelb;Nein;Friedlich
Gestreift;Weiß;Grün;Blau;Rot;Klein;Gelb;Nein;Friedlich
Wellen;Schwarz;Weiß;Blau;Rot;Groß;Gelb;Ja;Friedlich
Wellen;Schwarz;Rot;Orange;Rot;Groß;Grün;Ja;Friedlich
Ohne;Violett;Weiß;Grün;Gelb;Mittel;Grün;Nein;Feindselig
Gestreift;Schwarz;Weiß;Blau;Gelb;Groß;Grün;Ja;Feindselig
Kreuze;Weiß;Rot;Blau;Gelb;Klein;Rot;Nein;Feindselig
Ohne;Schwarz;Grün;Blau;Rot;Mittel;Gelb;Nein;Feindselig
Gestreift;Violett;Weiß;Blau;Rot;Klein;Rot;Nein;Friedlich
Gepunktet;Weiß;Weiß;Blau;Rot;Mittel;Gelb;Ja;Friedlich
Kreuze;Violett;Grün;Orange;Gelb;Klein;Rot;Nein;Feindselig
Gepunktet;Schwarz;Grün;Blau;Rot;Klein;Rot;Ja;Friedlich
Wellen;Weiß;Grün;Orange;Gelb;Klein;Rot;Nein;Feindselig
Gepunktet;Schwarz;Weiß;Blau;Rot;Groß;Gelb;Nein;Feindselig
Ohne;Violett;Weiß;Blau;Rot;Groß;Rot;Nein;Friedlich
Gestreift;Weiß;Weiß;Blau;Rot;Mittel;Gelb;Nein;Friedlich
Gestreift;Weiß;Weiß;Blau;Gelb;Mittel;Gelb;Ja;Feindselig
Gestreift;Violett;Weiß;Blau;Gelb;Mittel;Rot;Nein;Feindselig
Wellen;Violett;Weiß;Blau;Rot;Klein;Rot;Nein;Friedlich
Gepunktet;Schwarz;Weiß;Orange;Rot;Mittel;Gelb;Ja;Friedlich
Kreuze;Weiß;Grün;Grün;Rot;Klein;Rot;Nein;Friedlich
Gestreift;Violett;Grün;Blau;Gelb;Mittel;Gelb;Nein;Feindselig
Ohne;Weiß;Grün;Blau;Rot;Klein;Rot;Nein;Friedlich
Ohne;Schwarz;Weiß;Blau;Rot;Groß;Gelb;Ja;Friedlich
Kreuze;Weiß;Weiß;Blau;Rot;Mittel;Grün;Nein;Friedlich
Gestreift;Schwarz;Grün;Orange;Gelb;Klein;Rot;Nein;Feindselig
Kreuze;Violett;Grün;Grün;Rot;Mittel;Gelb;Nein;Friedlich
Gestreift;Violett;Weiß;Blau;Gelb;Mittel;Gelb;Ja;Feindselig
Gestreift;Violett;Weiß;Blau;Gelb;Groß;Gelb;Ja;Feindselig
Kreuze;Schwarz;Grün;Blau;Gelb;Mittel;Grün;Ja;Feindselig
Kreuze;Violett;Grün;Blau;Rot;Mittel;Grün;Ja;Friedlich
Ohne;Violett;Grün;Blau;Gelb;Mittel;Gelb;Nein;Feindselig
Ohne;Weiß;Weiß;Blau;Gelb;Klein;Rot;Nein;Feindselig
Kreuze;Schwarz;Grün;Blau;Rot;Mittel;Rot;Ja;Friedlich
Gestreift;Violett;Weiß;Orange;Rot;Mittel;Gelb;Nein;Feindselig
Gepunktet;Schwarz;Weiß;Orange;Rot;Groß;Rot;Ja;Friedlich
Wellen;Weiß;Grün;Grün;Rot;Groß;Rot;Nein;Friedlich
Gepunktet;Violett;Grün;Grün;Rot;Mittel;Rot;Nein;Feindselig
Wellen;Weiß;Grün;Orange;Gelb;Groß;Grün;Nein;Feindselig
Gestreift;Weiß;Weiß;Blau;Rot;Klein;Rot;Nein;Friedlich
Wellen;Weiß;Weiß;Blau;Rot;Klein;Gelb;Nein;Friedlich
Gestreift;Schwarz;Weiß;Grün;Rot;Mittel;Gelb;Nein;Feindselig
Wellen;Weiß;Grün;Grün;Rot;Groß;Grün;Ja;Friedlich
Gestreift;Weiß;Weiß;Grün;Gelb;Klein;Gelb;Nein;Feindselig
Gepunktet;Schwarz;Weiß;Grün;Gelb;Klein;Grün;Ja;Feindselig
Gestreift;Violett;Grün;Blau;Gelb;Groß;Grün;Ja;Feindselig
Gestreift;Schwarz;Grün;Grün;Rot;Klein;Gelb;Nein;Feindselig
Kreuze;Weiß;Rot;Blau;Gelb;Klein;Grün;Nein;Feindselig
Gestreift;Weiß;Rot;Grün;Gelb;Mittel;Gelb;Nein;Feindselig
Kreuze;Weiß;Grün;Grün;Gelb;Groß;Rot;Nein;Feindselig
Wellen;Violett;Weiß;Grün;Rot;Groß;Gelb;Nein;Feindselig
Ohne;Schwarz;Weiß;Blau;Rot;Mittel;Rot;Ja;Friedlich
Wellen;Violett;Grün;Orange;Rot;Mittel;Rot;Nein;Feindselig
Kreuze;Violett;Grün;Grün;Gelb;Mittel;Gelb;Ja;Feindselig
Ohne;Weiß;Weiß;Blau;Rot;Mittel;Rot;Nein;Friedlich
Kreuze;Schwarz;Weiß;Grün;Rot;Groß;Rot;Nein;Feindselig
Ohne;Violett;Weiß;Grün;Rot;Klein;Gelb;Nein;Feindselig
Gepunktet;Weiß;Grün;Blau;Rot;Mittel;Gelb;Nein;Friedlich
Ohne;Schwarz;Rot;Grün;Rot;Klein;Gelb;Nein;Feindselig
Gestreift;Violett;Weiß;Blau;Gelb;Klein;Rot;Nein;Feindselig
Ohne;Violett;Grün;Grün;Rot;Groß;Rot;Ja;Feindselig
Gestreift;Schwarz;Weiß;Blau;Rot;Mittel;Rot;Ja;Friedlich
Kreuze;Schwarz;Grün;Blau;Gelb;Mittel;Grün;Nein;Feindselig
Gestreift;Weiß;Grün;Blau;Gelb;Klein;Grün;Nein;Feindselig
Gepunktet;Weiß;Grün;Blau;Gelb;Groß;Rot;Nein;Feindselig
Wellen;Violett;Grün;Blau;Rot;Klein;Rot;Nein;Friedlich
Ohne;Violett;Grün;Orange;Rot;Klein;Rot;Nein;Feindselig
Ohne;Schwarz;Weiß;Blau;Gelb;Groß;Gelb;Ja;Feindselig
Gestreift;Violett;Grün;Blau;Rot;Mittel;Rot;Ja;Friedlich
Wellen;Violett;Weiß;Grün;Gelb;Groß;Grün;Nein;Feindselig
Kreuze;Weiß;Rot;Blau;Rot;Mittel;Gelb;Nein;Friedlich
Gestreift;Schwarz;Grün;Blau;Rot;Groß;Gelb;Ja;Friedlich
Gepunktet;Violett;Rot;Blau;Rot;Mittel;Gelb;Nein;Friedlich
Kreuze;Violett;Grün;Blau;Rot;Mittel;Gelb;Nein;Friedlich
Ohne;Violett;Weiß;Grün;Gelb;Klein;Grün;Nein;Feindselig
Kreuze;Weiß;Weiß;Blau;Rot;Klein;Gelb;Nein;Friedlich
Gestreift;Violett;Weiß;Grün;Gelb;Klein;Grün;Ja;Feindselig
Kreuze;Weiß;Grün;Grün;Rot;Groß;Rot;Nein;Friedlich
Gepunktet;Weiß;Weiß;Blau;Rot;Klein;Rot;Ja;Friedlich
Gestreift;Violett;Weiß;Grün;Rot;Klein;Grün;Nein;Friedlich
Gepunktet;Weiß;Weiß;Blau;Rot;Mittel;Gelb;Ja;Friedlich
Gestreift;Violett;Weiß;Blau;Gelb;Mittel;Gelb;Nein;Feindselig
Wellen;Weiß;Weiß;Blau;Rot;Mittel;Gelb;Ja;Friedlich
Gestreift;Weiß;Grün;Blau;Rot;Mittel;Grün;Ja;Friedlich
Wellen;Schwarz;Grün;Blau;Rot;Mittel;Rot;Ja;Friedlich
Wellen;Violett;Weiß;Blau;Rot;Mittel;Gelb;Nein;Friedlich
Wellen;Schwarz;Weiß;Orange;Rot;Klein;Grün;Ja;Friedlich
Wellen;Schwarz;Grün;Grün;Gelb;Mittel;Rot;Nein;Friedlich
Gestreift;Violett;Grün;Grün;Rot;Mittel;Grün;Nein;Feindselig
Gepunktet;Weiß;Weiß;Grün;Rot;Klein;Gelb;Nein;Friedlich
Gestreift;Weiß;Weiß;Blau;Gelb;Klein;Grün;Ja;Feindselig
Gepunktet;Violett;Weiß;Blau;Rot;Klein;Grün;Ja;Friedlich
Ohne;Violett;Grün;Orange;Rot;Klein;Grün;Nein;Feindselig
Wellen;Violett;Grün;Orange;Rot;Mittel;Gelb;Nein;Feindselig
Ohne;Violett;Grün;Orange;Rot;Klein;Gelb;Nein;Feindselig
Gepunktet;Violett;Grün;Blau;Gelb;Klein;Gelb;Nein;Feindselig
Kreuze;Weiß;Grün;Blau;Rot;Mittel;Rot;Nein;Friedlich
Gepunktet;Weiß;Weiß;Blau;Gelb;Mittel;Rot;Nein;Feindselig
Wellen;Violett;Grün;Blau;Rot;Klein;Gelb;Nein;Friedlich
Kreuze;Weiß;Weiß;Blau;Rot;Groß;Gelb;Nein;Friedlich
Gestreift;Schwarz;Grün;Blau;Rot;Mittel;Gelb;Ja;Friedlich
Wellen;Schwarz;Grün;Blau;Rot;Mittel;Rot;Ja;Friedlich
Wellen;Violett;Grün;Blau;Gelb;Groß;Gelb;Nein;Feindselig
Kreuze;Violett;Weiß;Grün;Rot;Klein;Gelb;Nein;Feindselig
Gestreift;Weiß;Weiß;Blau;Rot;Mittel;Gelb;Nein;Friedlich
Gestreift;Schwarz;Weiß;Grün;Rot;Groß;Gelb;Nein;Feindselig
Wellen;Weiß;Rot;Blau;Rot;Mittel;Grün;Nein;Friedlich
Kreuze;Violett;Grün;Blau;Rot;Klein;Rot;Nein;Friedlich
Gepunktet;Violett;Weiß;Blau;Rot;Klein;Gelb;Ja;Friedlich
Ohne;Schwarz;Grün;Blau;Rot;Groß;Rot;Nein;Feindselig
Kreuze;Weiß;Weiß;Blau;Rot;Groß;Grün;Nein;Friedlich
Wellen;Schwarz;Weiß;Blau;Rot;Groß;Gelb;Ja;Friedlich
Gestreift;Violett;Weiß;Blau;Rot;Mittel;Gelb;Nein;Friedlich
Kreuze;Schwarz;Grün;Grün;Rot;Klein;Gelb;Ja;Friedlich
Ohne;Weiß;Grün;Blau;Gelb;Groß;Gelb;Nein;Feindselig
Gestreift;Weiß;Grün;Blau;Gelb;Klein;Rot;Nein;Feindselig
Ohne;Violett;Rot;Orange;Rot;Klein;Grün;Nein;Feindselig
Gepunktet;Violett;Weiß;Grün;Rot;Mittel;Gelb;Nein;Feindselig
Gestreift;Schwarz;Rot;Orange;Gelb;Groß;Gelb;Nein;Feindselig
Kreuze;Schwarz;Rot;Grün;Gelb;Groß;Rot;Nein;Feindselig
Gepunktet;Violett;Grün;Grün;Rot;Klein;Gelb;Ja;Feindselig
Gestreift;Schwarz;Weiß;Orange;Rot;Groß;Rot;Nein;Feindselig
Ohne;Violett;Weiß;Orange;Rot;Klein;Gelb;Nein;Feindselig
Gestreift;Schwarz;Grün;Orange;Rot;Klein;Gelb;Ja;Friedlich
Gepunktet;Weiß;Weiß;Grün;Rot;Mittel;Gelb;Ja;Friedlich
Wellen;Weiß;Weiß;Blau;Gelb;Klein;Rot;Nein;Feindselig
Gestreift;Schwarz;Weiß;Grün;Rot;Mittel;Gelb;Ja;Friedlich
Gepunktet;Weiß;Weiß;Blau;Gelb;Groß;Gelb;Ja;Feindselig
Ohne;Violett;Weiß;Blau;Rot;Klein;Gelb;Nein;Friedlich
Gepunktet;Violett;Weiß;Orange;Gelb;Mittel;Gelb;Nein;Feindselig
Ohne;Weiß;Weiß;Blau;Rot;Mittel;Gelb;Nein;Friedlich
Kreuze;Schwarz;Grün;Blau;Rot;Klein;Grün;Ja;Friedlich
Gepunktet;Violett;Grün;Orange;Rot;Klein;Rot;Nein;Feindselig
Ohne;Schwarz;Grün;Orange;Rot;Mittel;Grün;Ja;Friedlich
Gepunktet;Violett;Grün;Blau;Rot;Klein;Grün;Ja;Friedlich
Wellen;Schwarz;Rot;Blau;Rot;Klein;Grün;Ja;Friedlich
Gepunktet;Violett;Rot;Grün;Rot;Klein;Gelb;Ja;Feindselig
Gestreift;Schwarz;Weiß;Blau;Rot;Mittel;Gelb;Ja;Friedlich
Gepunktet;Schwarz;Grün;Blau;Rot;Groß;Gelb;Nein;Feindselig
Wellen;Weiß;Weiß;Blau;Rot;Klein;Gelb;Nein;Friedlich
Gepunktet;Violett;Grün;Blau;Rot;Mittel;Grün;Nein;Friedlich
Gestreift;Weiß;Weiß;Blau;Gelb;Klein;Grün;Nein;Feindselig
Wellen;Weiß;Grün;Blau;Rot;Groß;Rot;Nein;Friedlich
Kreuze;Schwarz;Weiß;Grün;Rot;Klein;Gelb;Ja;Friedlich
Gestreift;Weiß;Grün;Blau;Rot;Mittel;Gelb;Nein;Friedlich
Wellen;Violett;Rot;Orange;Rot;Mittel;Grün;Nein;Feindselig
Ohne;Weiß;Weiß;Grün;Gelb;Groß;Gelb;Nein;Feindselig
Gestreift;Schwarz;Grün;Orange;Rot;Klein;Rot;Nein;Feindselig
Kreuze;Schwarz;Grün;Grün;Gelb;Mittel;Rot;Nein;Feindselig
Gepunktet;Schwarz;Weiß;Blau;Rot;Klein;Gelb;Nein;Feindselig
Gepunktet;Schwarz;Grün;Blau;Gelb;Klein;Gelb;Nein;Feindselig
Wellen;Schwarz;Grün;Blau;Gelb;Groß;Gelb;Nein;Feindselig
Gestreift;Schwarz;Weiß;Grün;Rot;Klein;Gelb;Ja;Friedlich
Kreuze;Schwarz;Rot;Blau;Rot;Klein;Rot;Ja;Friedlich
Gestreift;Violett;Weiß;Blau;Gelb;Klein;Gelb;Nein;Feindselig
Wellen;Weiß;Grün;Blau;Gelb;Mittel;Gelb;Ja;Feindselig
Gestreift;Weiß;Weiß;Blau;Gelb;Groß;Gelb;Nein;Feindselig
Gestreift;Violett;Grün;Blau;Rot;Mittel;Grün;Nein;Friedlich
Kreuze;Violett;Grün;Blau;Gelb;Groß;Gelb;Nein;Feindselig
Ohne;Violett;Weiß;Grün;Gelb;Mittel;Gelb;Nein;Feindselig
Wellen;Violett;Grün;Blau;Rot;Mittel;Gelb;Ja;Friedlich
Ohne;Schwarz;Grün;Blau;Rot;Mittel;Gelb;Ja;Friedlich
Ohne;Violett;Grün;Grün;Rot;Mittel;Gelb;Nein;Feindselig
Ohne;Violett;Rot;Blau;Rot;Klein;Grün;Nein;Friedlich
Gestreift;Violett;Weiß;Blau;Rot;Klein;Rot;Nein;Friedlich
Ohne;Schwarz;Weiß;Blau;Rot;Groß;Gelb;Ja;Friedlich
Gepunktet;Schwarz;Weiß;Blau;Rot;Klein;Rot;Ja;Friedlich
Kreuze;Weiß;Grün;Blau;Rot;Mittel;Gelb;Ja;Friedlich
Gestreift;Weiß;Weiß;Blau;Rot;Mittel;Gelb;Nein;Friedlich
Gepunktet;Violett;Weiß;Grün;Rot;Groß;Rot;Nein;Feindselig
Ohne;Violett;Rot;Grün;Gelb;Groß;Gelb;Nein;Feindselig
Gestreift;Schwarz;Grün;Blau;Gelb;Mittel;Gelb;Nein;Feindselig
Gestreift;Violett;Grün;Grün;Gelb;Mittel;Gelb;Nein;Feindselig
Ohne;Violett;Grün;Grün;Rot;Klein;Rot;Nein;Feindselig
Ohne;Weiß;Grün;Blau;Rot;Groß;Rot;Ja;Friedlich
Ohne;Schwarz;Weiß;Grün;Rot;Groß;Grün;Nein;Feindselig
Gestreift;Violett;Weiß;Blau;Gelb;Groß;Gelb;Ja;Feindselig
Wellen;Weiß;Weiß;Blau;Rot;Groß;Grün;Ja;Friedlich
Gestreift;Schwarz;Weiß;Blau;Rot;Klein;Rot;Ja;Friedlich
Gestreift;Weiß;Weiß;Blau;Rot;Mittel;Gelb;Ja;Friedlich
Wellen;Schwarz;Grün;Blau;Gelb;Klein;Gelb;Ja;Feindselig
Kreuze;Weiß;Weiß;Blau;Rot;Mittel;Rot;Nein;Friedlich
Ohne;Weiß;Grün;Blau;Rot;Mittel;Grün;Ja;Friedlich
Kreuze;Violett;Grün;Blau;Gelb;Groß;Grün;Nein;Feindselig
Gestreift;Weiß;Grün;Blau;Gelb;Groß;Gelb;Nein;Feindselig
Kreuze;Schwarz;Weiß;Grün;Rot;Mittel;Rot;Ja;Friedlich
Wellen;Schwarz;Grün;Blau;Rot;Klein;Rot;Nein;Feindselig
